mod_id,det_id,hit_time
     3,     2,  67702957
     3,     0,  68201680
     3,     3,  68201687
     3,     2,  68201691
     3,     1,  68201694
     3,     4,  68201701
     3,     2,  68377876
     3,     1,  68377881
     3,     4,  68377892
     3,     3,  68396112
     3,     1,  68396122
     3,     4,  68396133
     3,     3,  68746978
     3,     0,  68796194
     3,     3,  68796206
     3,     2,  68796208
     3,     4,  68796219
     3,     0,  68957616
     3,     2,  68957627
     3,     2,  69189197
     3,     1,  69189203
     3,     3,  69468693
     3,     2,  69468699
     3,     4,  69468711
     3,     0,  69899955
     3,     0,  69945492
     3,     3,  70129907
     3,     2,  70535548
     3,     4,  70565710
     3,     3,  70872595
     3,     4,  70872609
     3,     3,  70967326
     3,     2,  70979407
     3,     4,  70979420
     3,     3,  71037862
     3,     1,  71037874
     3,     1,  71176032
     3,     0,  71247024
     3,     2,  71247038
     3,     1,  71247042
     3,     0,  71554343
     3,     2,  71554359
     3,     1,  71554365
     3,     4,  71554369
     3,     4,  71820842
     3,     0,  71942066
     3,     3,  71942075
     3,     2,  71942079
     3,     3,  71971226
     3,     0,  72314494
     3,     3,  72319685
     3,     4,  72319704
     3,     2,  72376123
     3,     3,  72417023
     3,     1,  72417033
     3,     4,  72417039
     3,     4,  72692309
     3,     4,  72708942
     3,     3,  72794917
     3,     2,  72794917
     3,     4,  72794930
     3,     0,  73005372
     3,     3,  73005384
     3,     2,  73005387
     3,     1,  73005391
     3,     4,  73005399
     3,     0,  73258243
     3,     1,  73258262
     3,     2,  73258264
     3,     1,  73526361
     3,     0,  73944007
     3,     1,  73944023
     3,     0,  74000612
     3,     2,  74177227
     3,     0,  74280942
     3,     1,  74280962
     3,     3,  74925213
     3,     2,  74925218
     3,     4,  74925230
     3,     0,  74939975
     3,     3,  74939985
     3,     1,  74939988
     3,     4,  74940003
     3,     3,  75150773
     3,     2,  75150779
     3,     4,  75150789
     3,     2,  75181167
     3,     1,  75181172
     3,     3,  75191763
     3,     2,  75191768
     3,     4,  75191780
     3,     3,  75400333
     3,     1,  75400341
     3,     0,  75719191
     3,     3,  75892047
     3,     4,  75892063
     3,     1,  75922554
     3,     3,  76004443
     3,     1,  76004454
     3,     2,  76537801
     3,     1,  76537801
     3,     4,  76537813
     3,     1,  76863812
     3,     1,  77092244
     3,     0,  77191376
     3,     2,  77191390
     3,     4,  77191402
     3,     2,  77431697
     3,     3,  77767042
     3,     0,  77993474
     3,     0,  78534252
     3,     3,  78617576
     3,     4,  78617593
     3,     0,  78645504
     3,     1,  78645522
     3,     4,  78645530
     3,     0,  79080362
     3,     3,  79080375
     3,     2,  79080378
     3,     1,  79080383
     3,     4,  79080391
     3,     0,  79166483
     3,     3,  79166495
     3,     2,  79166498
     3,     1,  79166503
     3,     4,  79166510
     3,     0,  79178485
     3,     3,  79178493
     3,     2,  79178497
     3,     1,  79178504
     3,     4,  79178510
     3,     0,  79262816
     3,     3,  79262825
     3,     2,  79262825
     3,     1,  79262834
     3,     4,  79262840
     3,     3,  79274358
     3,     0,  79620314
     3,     1,  79620334
     3,     0,  79670264
     3,     3,  79670276
     3,     2,  79670283
     3,     1,  79670284
     3,     4,  79670289
     3,     0,  79938343
     3,     3,  79938354
     3,     2,  79938358
     3,     1,  79938367
     3,     4,  79938371
     3,     0,  80085101
     3,     3,  80085112
     3,     2,  80085120
     3,     1,  80085125
     3,     4,  80085131
     3,     0,  80511091
     3,     3,  80511104
     3,     1,  80511112
     3,     4,  80511121
     3,     3,  80893447
     3,     4,  80893461
     3,     0,  80946371
     3,     3,  80946385
     3,     2,  80946390
     3,     1,  80946391
     3,     4,  80946401
     3,     0,  81662263
     3,     3,  81662275
     3,     2,  81694429
     3,     1,  81694432
     3,     4,  81694440
     3,     0,  83031394
     3,     3,  83031401
     3,     2,  83031406
     3,     1,  83031412
     3,     4,  83031420
     3,     3,  83347752
     3,     4,  83347769
     3,     0,  83376914
     3,     3,  83376924
     3,     2,  83376926
     3,     1,  83376930
     3,     4,  83376943
     3,     0,  83471696
     3,     3,  83471703
     3,     2,  83471709
     3,     1,  83471712
     3,     4,  83471720
     3,     3,  83567863
     3,     2,  83567868
     3,     1,  83567871
     3,     4,  83567880
     3,     0,  83957900
     3,     3,  83957904
     3,     2,  83957907
     3,     1,  83957911
     3,     4,  83957924
     3,     1,  84239826
     3,     0,  84695373
     3,     2,  84695384
     3,     3,  84695385
     3,     1,  84695392
     3,     4,  84695400
     3,     1,  85406864
     3,     3,  85458084
     3,     2,  86214906
     3,     0,  86244595
     3,     2,  86244605
     3,     4,  86244621
     3,     0,  86252803
     3,     3,  86252812
     3,     4,  86252831
     3,     0,  86540482
     3,     2,  86540496
     3,     1,  86540499
     3,     4,  86540510
     3,     0,  87262804
     3,     1,  87262822
     3,     2,  87262824
     3,     0,  87305854
     3,     3,  87508350
     3,     3,  87515602
     3,     0,  87577102
     3,     2,  87577121
     3,     1,  87822324
     3,     3,  88318704
     3,     0,  88960868
     3,     2,  88960878
     3,     4,  88960891
     3,     0,  88965942
     3,     3,  88965951
     3,     3,  89219642
     3,     2,  89219646
     3,     1,  89219650
     3,     1,  89639942
     3,     0,  90582422
     3,     3,  90582432
     3,     2,  90582437
     3,     1,  90582440
     3,     4,  90582450
     3,     3,  90701310
     3,     2,  90701320
     3,     4,  90701332
     3,     4,  90822991
     3,     0,  92417740
     3,     3,  92417759
     3,     2,  92417759
     3,     4,  92417771
     3,     2,  92877094
     3,     3,  92877096
     3,     4,  92877109
     3,     3,  92994895
     3,     4,  92994911
     3,     2,  93341637
     3,     3,  93592161
     3,     4,  93592181
     3,     2,  93594515
     3,     3,  93594516
     3,     1,  93594521
     3,     4,  93594530
     3,     2,  93608445
     3,     0,  93619315
     3,     2,  93619330
     3,     4,  93619340
     3,     0,  94063595
     3,     3,  94063603
     3,     2,  94063608
     3,     1,  94063610
     3,     4,  94063618
     3,     0,  94383668
     3,     3,  94383674
     3,     2,  94383679
     3,     1,  94383683
     3,     4,  94383691
     3,     2,  94448636
     3,     1,  94448643
     3,     4,  94448652
     3,     3,  94696395
     3,     4,  94696412
     3,     0,  95097833
     3,     4,  95097863
     3,     4,  95262453
     3,     0,  95563083
     3,     1,  95563105
     3,     4,  95563111
     3,     3,  95875545
     3,     3,  96010355
     3,     2,  96132566
     3,     4,  96132584
     3,     4,  96214411
     3,     3,  96470344
     3,     0,  96714554
     3,     3,  96714563
     3,     0,  97819181
     3,     2,  97819197
     3,     4,  97819211
     3,     0,  98045894
     3,     2,  98047167
     3,     0,  98393464
     3,     1,  98393482
     3,     3,  98633662
     3,     0,  99954423
     3,     1,  99954441
     3,     3,  99994201
     3,     1,  99994215
     3,     3,  99998181
     3,     1, 100127310
     3,     0, 100813353
     3,     3, 100813366
     3,     2, 100813372
     3,     1, 100857262
     3,     2, 100953178
     3,     0, 101005205
     3,     3, 101005214
     3,     2, 101005218
     3,     1, 101005221
     3,     4, 101005234
     3,     1, 101367835
     3,     1, 101536119
     3,     2, 101536122
     3,     0, 101788333
     3,     3, 101788342
     3,     2, 101788346
     3,     1, 101788352
     3,     4, 101788363
     3,     0, 101831454
     3,     3, 101831466
     3,     2, 101831468
     3,     1, 101831473
     3,     4, 101831479
     3,     0, 102517604
     3,     2, 102570769
     3,     3, 102717947
     3,     1, 102717955
     3,     2, 102807490
     3,     1, 102807494
     3,     1, 102819910
     3,     2, 102938795
     3,     4, 102938802
     3,     2, 103589338
     3,     2, 104198302
     3,     1, 104198302
     3,     2, 104225967
     3,     1, 104225968
     3,     4, 104225983
     3,     0, 104457782
     3,     3, 104457796
     3,     1, 105280314
     3,     1, 105475841
     3,     4, 105475850
     3,     3, 105535414
     3,     0, 105556412
     3,     3, 105556425
     3,     2, 105556427
     3,     1, 105556433
     3,     4, 105556442
     3,     4, 105587199
     3,     0, 105886956
     3,     3, 105936526
     3,     2, 105936528
     3,     4, 105936541
     3,     0, 106094595
     3,     3, 106094604
     3,     2, 106094609
     3,     1, 106094612
     3,     4, 106094620
     3,     2, 106457258
     3,     1, 106457261
     3,     4, 106457268
     3,     0, 106488513
     3,     3, 106488525
     3,     1, 106488530
     3,     0, 107377977
     3,     2, 107377989
     3,     0, 107420614
     3,     2, 107420626
     3,     1, 107420634
     3,     4, 107420642
     3,     0, 107461204
     3,     3, 107461215
     3,     2, 107461216
     3,     1, 107461226
     3,     4, 107461233
     3,     2, 107487465
     3,     3, 107800676
     3,     4, 107800690
     3,     2, 108022900
     3,     1, 108022904
     3,     4, 108022911
     3,     3, 108312775
     3,     2, 108312778
     3,     1, 108312784
     3,     4, 108312790
     3,     0, 108751782
     3,     3, 108751794
     3,     1, 108751801
     3,     4, 108751812
     3,     1, 108838770
     3,     0, 108839544
     3,     3, 108839555
     3,     2, 108839558
     3,     1, 108839565
     3,     4, 108839570
     3,     0, 108940965
     3,     3, 108940974
     3,     2, 108940975
     3,     1, 108940981
     3,     4, 108940993
     3,     3, 109129213
     3,     2, 109129216
     3,     1, 109129225
     3,     4, 109129230
     3,     0, 109231503
     3,     1, 109231523
     3,     0, 109439654
     3,     1, 109439672
     3,     4, 109439678
     3,     0, 109598833
     3,     3, 109598842
     3,     2, 109598847
     3,     1, 109598850
     3,     1, 109606072
     3,     2, 109733627
     3,     0, 109952956
     3,     2, 109952967
     3,     0, 109976293
     3,     1, 109976314
     3,     2, 110287691
     3,     1, 110564862
     3,     1, 110597428
     3,     3, 110661115
     3,     4, 110661133
     3,     4, 110912071
     3,     0, 110973866
     3,     4, 110973890
     3,     3, 111530707
     3,     0, 111687155
     3,     2, 111687167
     3,     3, 111687168
     3,     1, 111687171
     3,     4, 111687181
     3,     0, 112069612
     3,     3, 112069623
     3,     2, 112069628
     3,     1, 112069632
     3,     4, 112069639
     3,     0, 112271754
     3,     3, 112271765
     3,     2, 112271766
     3,     1, 112271771
     3,     4, 112271780
     3,     0, 112491666
     3,     3, 112491672
     3,     2, 112491676
     3,     1, 112491679
     3,     4, 112491691
     3,     3, 113198535
     3,     2, 113198536
     3,     1, 113198542
     3,     4, 113198554
     3,     1, 113405874
     3,     0, 113458394
     3,     3, 113458402
     3,     1, 113458409
     3,     4, 113458421
     3,     3, 113698380
     3,     1, 113698394
     3,     0, 113834665
     3,     1, 113834684
     3,     4, 113834690
     3,     0, 114115513
     3,     3, 114115523
     3,     2, 114115530
     3,     1, 114115536
     3,     3, 114215555
     3,     0, 114264975
     3,     2, 114264992
     3,     0, 114415097
     3,     3, 114415102
     3,     2, 114415104
     3,     1, 114415113
     3,     4, 114415122
     3,     0, 114564795
     3,     3, 114564804
     3,     2, 114564806
     3,     1, 114564813
     3,     4, 114564819
     3,     2, 114766305
     3,     2, 115362726
     3,     2, 115986646
     3,     3, 116204766
     3,     1, 116204778
     3,     4, 116204783
     3,     0, 116615604
     3,     2, 116615621
     3,     1, 116615624
     3,     4, 117607002
     3,     0, 118812177
     3,     3, 118812184
     3,     2, 118812190
     3,     1, 118812191
     3,     4, 118812200
     3,     0, 118907015
     3,     2, 118907025
     3,     3, 118907028
     3,     1, 118907031
     3,     4, 118907042
     3,     0, 118927815
     3,     3, 118927823
     3,     2, 118927830
     3,     0, 119219325
     3,     1, 119219339
     3,     4, 119656882
     3,     0, 120303344
     3,     1, 120303360
     3,     2, 120743408
     3,     2, 120850343
     3,     1, 120850344
     3,     4, 120850352
     3,     0, 120873895
     3,     3, 120873902
     3,     2, 120873905
     3,     1, 120873912
     3,     4, 120873926
     3,     3, 121088842
     3,     1, 121088853
     3,     0, 121389163
     3,     2, 121389178
     3,     0, 121475865
     3,     3, 121475875
     3,     1, 121475881
     3,     0, 121769543
     3,     0, 122016665
     3,     3, 122016673
     3,     2, 122016677
     3,     1, 122016680
     3,     4, 122016690
     3,     0, 122752944
     3,     1, 122752962
     3,     0, 123343681
     3,     3, 123343696
     3,     2, 123343697
     3,     1, 123343703
     3,     4, 123343711
     3,     3, 124003356
     3,     4, 124003373
     3,     0, 124079740
     3,     3, 124079752
     3,     2, 124079757
     3,     1, 124079761
     3,     4, 124079769
